   1	2   2  14 
   1	6  28  23 
   3	2   7  14 
   5	2  12  14 
   7	1  14 
   7	2  12   6 
   8	2   8  14 
   7	6  28  26 
  10	1  14 
  10	2   8  13 
  12	2  15  14 
   9	6   6   0 
  14	1  14 
  14	2  15  20 
  14	6   8   2 
  20	2  21  14 
  22	1  14 
  22	2  21  22 
  23	3   8   7   6 
  26	2   8   1 
  26	6  12   6 
  28	2  16  14 
  30	1  14 
  30	2  16  17 
  31	2  26  14 
  33	1  14 
  33	3   8   7   1 
  34	1  14 
  36	2   7   1 
  38	2   1   0 
  38	6  18  13 
  38	6   9   8 
  44	3   6  12   0 
  47	2  12  13 
  47	6   1   0 
  49	6  13  12 
  44	6   9   3 
  55	3   6   0   1 
  55	6  14   9 
  58	3   6   0  12 
  61	3   6  13  12 
  64	2  12  18 
  64	6   7   2 
  66	6  18  12 
  70	6  14   8 
  72	6  12   6 
  76	6  19  14 
  82	3   7   1   6 
  85	3  12  13  19 
  85	6   2   1 
  88	6  18  13 
  61	6  16  10 
  82	6  16   9 
  91	6   9   8 
  94	6  12   6 
  97	2   2  14 
  94	6  25  24 
  99	6   9   2 
 100	6   6   0 
 105	6  21  15 
 106	2   0   2 
 108	3   7  13  12 
 111	3   7  13  14 
 114	2  13  25 
 114	6   2   1 
 116	6  19  12 
 111	6  27  22 
 117	6  27  26 
 122	3   7   9  14 
 125	2  14  20 
 125	3   0   6   1 
 127	3  21  19  20 
 128	2   6   1 
 130	3  21  14  20 
 130	6  12   6 
 133	2  19  14 
 125	6   4   3 
 131	6   3   2 
 136	3  21  14  19 
 139	2  21  22 
 139	2  19  26 
 139	3   7   6   8 
 141	6  25  19 
 142	2   7   2 
 144	3   7   1   2 
 141	6  22  16 
 147	2   1   2 
 147	6  19  13 
 147	6  16   9 
 147	6  28  27 
 153	2   2   9 
 153	6  18   6 
 153	6  27  20 
 159	3   7   1  13 
 159	6  21  15 
 162	3   7  19  13 
 155	6  11  10 
 165	2  13  20 
 165	6   3   2 
 167	2  18  19 
 167	3  21  27  26 
 169	6  12   7 
 170	6  21  20 
 161	6  29  17 
 167	6  23  11 
 170	6  33  32 
 173	6  10   3 
 176	3  20  25  26 
 173	6  28  23 
 179	2  27  25 
 179	3  15   8   9 
 181	3  12  19  18 
 182	2   8   3 
 181	6  34  29 
 184	2  18  24 
 184	3  15  10   9 
 187	3  20  25  27 
 187	6  16  10 
 190	2  20  32 
 192	2  27  34 
 192	6  14  13 
 190	6  24  18 
 194	6  27  26 
 198	6  18  13 
 200	3  15  16  21 
 203	3  28  27  34 
 204	6  24  19 
 204	6  15  14 
 187	6   3   2 
 204	6   7   2 
 193	6   5   4 
 203	6  10   4 
 206	6  27  26 
 206	6  35  23 
 210	6  10   9 
 212	3  28  27  34 
 215	2  26  27 
 216	6  23  11 
 217	3  14  15  21 
 220	3  14  15  13 
 217	6  33  32 
 223	2  21  33 
 223	6  19  13 
 225	6  33  21 
 231	3  14  13  19 
 231	6  22  10 
 234	3  14  13   7 
 231	6  32  31 
 237	2  19  31 
 239	3  20  22  21 
 242	3  28  27  26 
 242	3  14   8   7 
 245	1  26 
 245	2  28  23 
 245	3  14   8   9 
 247	6  33  26 
 253	3  20  26  21 
 256	3  35  33  34 
 256	6  25  20 
 259	3  35  34  33 
 248	6  13   7 
 256	6  23  22 
 256	6  15   9 
 262	1  33 
 262	3  25  26  31 
 262	6  22  21 
 265	3  25  19  31 
 262	6  34  29 
 268	2  13  19 
 268	6  26  21 
 268	6  34  33 
 274	2  31  26 
 274	6  21  15 
 276	3  25  19  13 
 279	6  33  26 
 285	6  27  22 
 285	6  32  31 
 291	3  28  27  33 
 294	6  28  27 
 279	6  19  13 
 291	6  31  19 
 297	6  25  20 
 300	6  33  27 
 291	6  17  16 
 297	6  16  15 
 303	6  22  15 
 306	6  35  34 
 309	3  20  21  26 
 312	3  33  32  27 
 315	2  31  32 
 315	6  22  20 
 317	6  33  31 
 323	3  31  32  33 
 326	1  33 
 326	6  25  20 
 309	6  11   9 
 321	6  15   9 
 326	6  34  28 
 332	3  28  33  27 
 335	3  31  26  25 
 335	6  21  15 
 338	6  26  25 
 344	3  28  27  33 
 347	1  33 
 347	3  28  26  21 
