   1	1   5 
   1	1   0 
   1	1   2 
   1	1   4 
   1	1   6 
   1	1  14 
   1	1  11 
   1	1  10 
   1	1   8 
   1	1  13 
   1	1   3 
   1	1   7 
   1	1  12 
   1	1   1 
   1	1   9 
   2	1   2 
   2	1  14 
   2	1  10 
   2	1   8 
   2	1  13 
   2	1   3 
   2	1   7 
   2	1  12 
   2	2   5   0 
   3	2  11  14 
   4	2   2   5 
   5	6  11  10 
   6	1   5 
   6	2   0   2 
   8	1   2 
   8	2   0   5 
  10	1   5 
  10	1   0 
  11	2   2   5 
  13	2   0   2 
  13	6  10   9 
  15	1   2 
  16	1   2 
  17	1   2 
  19	2   5   0 
  19	6  14  12 
  21	1   5 
  21	1   0 
  22	1   5 
  25	2   4   6 
  27	2   5   4 
  27	6  11  10 
  29	1   4 
  29	6   1   0 
  35	2   6   5 
  37	1   5 
  37	6   6   1 
  37	6   9   8 
  43	2   1   4 
  45	1   4 
  45	1   1 
  46	2   5   4 
  48	2   1   5 
  50	1   5 
  50	2   4   1 
  51	1   5 
  52	1   4 
  52	1   1 
  52	1   5 
  53	1   4 
  54	2   4   8 
  56	1   8 
  57	2  12   4 
  59	1   4 
  59	2  12   8 
  61	1   8 
  61	1  12 
  62	2   4   8 
  64	2  12   4 
  66	1   4 
  66	2   8  12 
  67	1   4 
  68	1   8 
  68	1  12 
  68	2   4   1 
  70	2   5   4 
  72	1   4 
  72	2   1   5 
  72	2   8  12 
  74	1   5 
  74	2   1   4 
  76	1   4 
  76	1   1 
  77	2   5   4 
  79	2   1   5 
  81	1   5 
  81	2   4   1 
  82	1   5 
  83	1   4 
  83	1   1 
  83	2   5   6 
  85	2   2   5 
  87	1   5 
  87	2   6   2 
  89	1   2 
  89	2   6   5 
  91	1   5 
  91	1   6 
  91	2   4   1 
  93	2   2   5 
  95	2   6   2 
  97	1   2 
  97	2   5   6 
  98	1   2 
  99	1   5 
  99	1   6 
  99	1   2 
 100	1   5 
 100	6   9   6 
 106	2   5   4 
 106	6   3   2 
 108	1   4 
 112	2   1   5 
 114	1   5 
 114	2   1   4 
 116	1   4 
 116	1   1 
 117	2   5   4 
 119	2   1   5 
 121	1   5 
 121	2   4   1 
 122	1   5 
 123	1   4 
 123	1   1 
 123	1   5 
 124	1   4 
 125	2   4   8 
 127	1   8 
 128	2  12   4 
 130	1   4 
 130	2  12   8 
 132	1   8 
 132	1  12 
 133	2   4   8 
 135	2  12   4 
 137	1   4 
 137	2   8  12 
 138	1   4 
 139	1   8 
 139	1  12 
 139	2   4   1 
 141	2   5   4 
 143	1   4 
 143	2   1   5 
 143	2   8  12 
 145	1   5 
 145	2   1   4 
 147	1   4 
 147	1   1 
 148	2   5   4 
 150	2   1   5 
 152	1   5 
 152	2   4   1 
 153	1   5 
 154	1   4 
 154	1   1 
 154	2   5   9 
 156	2  10   5 
 158	1   5 
 158	2   9  10 
 158	2   4   1 
 160	1  10 
 160	2   9   5 
 162	1   5 
 162	1   9 
 163	2  10   5 
 165	2   9  10 
 167	1  10 
 167	2   5   9 
 168	1  10 
 169	1   5 
 169	1   9 
 169	1  10 
 170	1   5 
 171	2   5   4 
 173	1   4 
 173	2   1   5 
 175	1   5 
 175	2   1   4 
 177	1   4 
 177	1   1 
 178	2   5   4 
 180	2   1   5 
 182	1   5 
 182	2   4   1 
 183	1   5 
 184	1   4 
 184	1   1 
 184	1   5 
 185	1   4 
 186	2   4   8 
 188	1   8 
 189	2  12   4 
 191	1   4 
 191	2  12   8 
 193	1   8 
 193	1  12 
 194	2   4   8 
 196	2  12   4 
 198	1   4 
 198	2   8  12 
 199	1   4 
 200	1   8 
 200	1  12 
 200	2   4   1 
 202	2   5   4 
 204	1   4 
 204	2   1   5 
 204	2   8  12 
 206	1   5 
 206	2   1   4 
 208	1   4 
 208	1   1 
 209	2   5   4 
 211	2   1   5 
 213	1   5 
 213	2   4   1 
 214	1   5 
 215	1   4 
 215	1   1 
 215	2   5   9 
 217	2  10   5 
 219	1   5 
 219	2   9  10 
 219	2   4   1 
 221	1  10 
 221	2   9   5 
 223	1   5 
 223	1   9 
 224	2  10   5 
 226	2   9  10 
 228	1  10 
 228	2   5   9 
 229	1  10 
 230	1   5 
 230	1   9 
 230	1  10 
 231	1   5 
 231	6  10   2 
 237	2   5   4 
 237	6  11   7 
 239	1   4 
 239	2   1   5 
 241	1   5 
 241	2   1   4 
 243	1   4 
 243	1   1 
 244	2   5   4 
 246	2   1   5 
 248	1   5 
 248	2   4   1 
 249	1   5 
 250	1   4 
 250	1   1 
 250	1   5 
 251	1   4 
 252	2   4   8 
 254	1   8 
 255	2  12   4 
 257	1   4 
 257	2  12   8 
 259	1   8 
 259	1  12 
 260	2   4   8 
 262	2  12   4 
 264	1   4 
 264	2   8  12 
 265	1   4 
