   1	1   6 
   1	1  10 
   1	1   9 
   1	1   4 
   1	1   0 
   1	1  11 
   1	1  14 
   1	1   7 
   2	1   7 
   2	2  13  10 
   2	2   1   4 
   3	6   7   3 
   4	1   1 
   4	1  13 
   4	2   8   9 
   4	2  15  14 
   5	1  13 
   6	1  15 
   6	2   8   4 
   7	1  15 
   8	1   8 
   8	2   5   0 
   9	1   8 
   9	2   7  11 
  10	1   0 
  10	1   5 
  10	6   8   4 
  11	1   0 
  11	1   5 
  11	2   2   6 
  13	2   2  10 
  15	1   2 
  15	6  10   7 
  16	1   2 
  16	2   1   5 
  17	1   2 
  18	6   4   1 
  21	2  10  14 
  23	1  10 
  24	1  10 
  24	2   2   1 
  25	2  10  15 
  26	2   1   0 
  28	1   1 
  28	6   5   2 
  34	2   0   5 
  36	1   0 
  36	2   1   5 
  38	1   1 
  38	1   5 
  39	2   1   0 
  41	1   1 
  41	2   0   5 
  43	1   0 
  43	2   5   1 
  44	1   0 
  45	1   5 
  45	1   1 
  45	1   0 
  46	1   5 
  46	6   2   0 
  43	6  13   8 
  52	2   0   5 
  54	1   0 
  54	2   5   4 
  56	1   5 
  56	2   0   4 
  58	1   0 
  58	1   4 
  59	2   0   5 
  61	1   0 
  61	2   5   4 
  63	1   5 
  63	2   4   0 
  64	1   5 
  65	1   0 
  65	1   4 
  65	2   5   1 
  67	2   1   2 
  69	1   1 
  69	2   2   5 
  71	1   2 
  71	2   1   5 
  73	1   1 
  73	1   5 
  73	2   4   0 
  75	2   1   2 
  77	1   1 
  77	2   2   5 
  79	1   2 
  79	2   5   1 
  80	1   2 
  81	1   5 
  81	1   1 
  82	1   5 
  82	2   1   2 
  84	2   0   5 
  86	1   0 
  86	2   5   4 
  88	1   5 
  88	2   0   4 
  90	1   0 
  90	1   4 
  91	2   0   5 
  93	1   0 
  93	2   5   4 
  95	1   5 
  95	2   4   0 
  96	1   5 
  97	1   5 
  97	1   4 
  97	1   0 
  98	2   2   5 
 100	1   2 
 100	2   5   1 
 102	1   5 
 102	2   2   1 
 102	2   4   8 
 104	1   2 
 104	1   1 
 104	6   8   4 
 110	2   2   5 
 112	1   2 
 112	2   5   1 
 114	1   5 
 114	2   1   2 
 115	1   5 
 116	1   1 
 116	1   2 
 116	1   5 
 117	1   1 
 117	6   8   5 
  27	6  15  11 
  33	6  11  10 
  52	6  11   7 
 123	2   4   1 
 125	1   4 
 125	2   1   5 
 127	1   1 
 127	2   4   5 
 129	1   4 
 129	1   5 
 129	6   9   8 
 135	2   4   1 
 137	1   4 
 137	2   1   5 
 139	1   1 
 139	2   5   4 
 140	1   1 
 141	1   5 
 141	1   4 
 141	1   1 
 141	6   9   6 
 142	1   5 
 147	2  10   5 
 149	1  10 
 149	2   5   7 
 151	1   5 
 151	2  10   7 
 153	1  10 
 153	1   7 
 154	2  10   5 
 156	1  10 
 156	2   5   7 
 158	1   5 
 158	2   7  10 
 159	1   5 
 160	1  10 
 160	1   7 
 160	2   5   4 
 161	2   7  10 
 162	2   4   1 
 164	1   4 
 164	2   1   5 
 166	1   1 
 166	2   4   5 
 168	1   4 
 168	1   5 
 169	2   4   1 
 171	1   4 
 171	2   1   5 
 173	1   1 
 173	2   5   4 
 174	1   1 
 175	1   5 
 175	1   4 
 175	2   1   2 
 177	2   2   6 
 179	1   2 
 179	2   6   1 
 181	1   6 
 181	2   2   1 
 183	1   2 
 183	1   1 
 183	2   5   4 
 185	2   2   6 
 187	1   2 
 187	2   6   1 
 189	1   6 
 189	2   1   2 
 190	1   6 
 191	1   1 
 191	1   2 
 192	1   1 
 192	1   2 
 193	2   4   1 
 195	1   4 
 195	2   1   5 
 197	1   1 
 197	2   4   5 
 199	1   4 
 199	1   5 
 200	2   4   1 
 202	1   4 
 202	2   1   5 
 204	1   1 
 204	2   5   4 
 205	1   1 
 206	1   5 
 206	1   4 
 206	1   1 
 207	1   5 
 208	2  10   5 
 210	1  10 
 210	2   5   7 
 212	1   5 
 212	2  10   7 
 214	1  10 
 214	1   7 
 215	2  10   5 
 217	1  10 
 217	2   5   7 
 219	1   5 
 219	2   7  10 
 220	1   5 
 221	1  10 
 221	1   7 
 221	2   5   4 
 222	2   7  10 
 223	2   4   1 
 225	1   4 
 225	2   1   5 
 227	1   1 
 227	2   4   5 
 229	1   4 
 229	1   5 
 230	2   4   1 
 232	1   4 
 232	2   1   5 
 234	1   1 
 234	2   5   4 
 235	1   1 
 236	1   5 
 236	1   4 
 236	2   6   1 
 238	2   1   2 
 240	1   1 
 240	2   2   6 
 240	6   4   0 
 242	1   2 
 238	6  14  11 
 244	6  14  12 
 246	2   1   6 
 248	1   1 
 248	1   6 
 248	2   5   4 
 250	2   1   2 
 250	6  12   8 
 252	1   1 
 252	2   2   6 
 254	1   2 
 254	2   6   1 
 255	1   2 
 256	1   6 
 256	1   1 
 256	1   2 
 257	1   6 
 258	2   4   6 
 260	1   4 
 260	2   6   5 
 262	1   6 
 262	2   4   5 
 264	1   4 
 264	1   5 
 265	2   4   6 
 267	1   4 
 267	2   6   5 
 269	1   6 
 269	2   5   4 
 270	1   6 
 271	1   4 
 271	1   5 
 271	2   6   1 
 273	2   1   2 
 275	1   1 
 275	2   2   6 
 277	1   2 
 277	2   1   6 
 279	1   1 
 279	1   6 
 279	2   5   4 
 281	2   1   2 
 283	1   1 
 283	2   2   6 
 285	1   2 
 285	2   6   1 
 286	1   2 
 287	1   6 
 287	1   1 
 288	1   6 
 288	2   1   2 
