   1	2   2  14 
   1	6  28  23 
   3	2   7  14 
   5	2  12  14 
   7	1  14 
   7	3   2   7   0 
  10	2  12   6 
  10	2   2   1 
  12	6  12   0 
  12	2   8  14 
  18	2   8  13 
  14	1  14 
  20	6  15  14 
  26	2  14  15 
  28	1  15 
  29	2  21  15 
  31	1  15 
  31	2  14  20 
  33	2  21  22 
  35	2  16  15 
  37	1  15 
  37	2  16  17 
  20	3   2   7   1 
  23	2   7   1 
  25	2   1   6 
  27	3   0  12   6 
  30	2  12  18 
  32	3   0   1   6 
  35	6  18   6 
  37	6   9   2 
  43	6  14   8 
  43	3   0   1   6 
  46	3   0  12   6 
  49	6  12   6 
  55	6   1   0 
  55	2  12  13 
  49	6  27  15 
  55	2  28  27 
  57	1  27 
  58	1  27 
  57	6  14  12 
  41	6  25  24 
  57	6  26  25 
  63	6   2   0 
  63	3  12  18  13 
  66	2  18  19 
  63	6  15  10 
  69	6   6   0 
  69	6  15   8 
  75	3  12  14  13 
  78	3  12  14  19 
  81	2  14  26 
  81	3   1   0   6 
  83	6  15  14 
  84	2   1   3 
  86	3   1   2   3 
  89	2   2   3 
  84	3  12  18  19 
  89	2  19  20 
  91	6   8   1 
  91	6  19  13 
  97	6  10   8 
  97	6  12   0 
  91	6  22  21 
  97	6  27  22 
 103	6   4   3 
 103	3  14  19  20 
 103	3   0   6   1 
 106	3  14  13  20 
 109	2  19  13 
 106	6   1   0 
 112	2   1   3 
 111	3  14  13  19 
 114	2  14   8 
 109	6  27  26 
 103	6  22  17 
 116	2  19  21 
 116	6   2   1 
 122	3   2   4   3 
 125	2   4   3 
 127	2   3   8 
 118	3  26  20  21 
 121	3  26  19  21 
 124	2  20  19 
 126	3  26  19  20 
 129	2  26  33 
 129	6  14   7 
 129	6   3   2 
 135	6   8   6 
 127	6  11  10 
 135	6  27  20 
 141	2  27  22 
 141	3   7   0   6 
 143	3  16  21  22 
 144	6   1   0 
 141	6   9   3 
 147	6   4   3 
 150	6   6   1 
 146	6  20  14 
 152	6  14   8 
 141	6  25  18 
 152	6  24  19 
 158	6  18   6 
 164	3   7   2   1 
 167	6   2   0 
 146	6  28  27 
 152	3  16  28  22 
 155	2  21  28 
 158	3  16  28  21 
 161	1  21 
 161	2  16  23 
 163	3  27  21  22 
 166	3  27  22  21 
 169	1  21 
 164	6  18  12 
 170	6  19  13 
 173	3   9   3   8 
 169	6  33  26 
 176	6  19  12 
 176	3   9  15   8 
 182	2   8   6 
 184	2  14  15 
 184	3   7   0   6 
 186	6  16  10 
 187	3   7   8   6 
 182	6  26  24 
 192	6  21  19 
 198	2  21  16 
 190	6   8   7 
 198	6  18   6 
 204	2  18  24 
 200	3   9  15  14 
 204	2  14  13 
 200	6  33  26 
 204	6   6   1 
 210	6  12   6 
 203	6  16   9 
 209	6  21  15 
 209	6  10   5 
 206	6  26  19 
 212	6  32  25 
 218	3  19  12  24 
 215	6  15   9 
 221	3  19  18  24 
 224	3   8   7  13 
 227	3   8  14  13 
 230	6  15  14 
 236	3   8  15  14 
 209	6  28  23 
 215	6  28  27 
 215	6  17   5 
 224	6  26  24 
 221	6  29  17 
 227	6  29  28 
 233	6  28  26 
 239	2  13  25 
 239	6  34  22 
 241	3  19  18  25 
 244	3  19  13  25 
 245	6  15  10 
 247	2  25  27 
 251	3   8   9  14 
 249	3  26  28  27 
 252	3  26  25  27 
 254	2  14  13 
 256	3  19  13  14 
 259	6  19  14 
 255	6  22  21 
 265	6  26  19 
 271	2  26  25 
 265	3   8   9  15 
 271	3  14  15  21 
 261	6  23  17 
 267	6  29  28 
 274	6  23  22 
 274	3  19  25  26 
 277	1  26 
 277	6  20  19 
 273	6  35  34 
 283	3  20  21  22 
 286	3  28  26  27 
 289	3  28  27  26 
 292	1  26 
 292	3  28  22  34 
