   1	6   1   0 
   1	1   9 
   1	1  10 
   2	1  10 
   1	1   3 
   1	1   5 
   1	1   4 
   1	1   8 
   1	1   2 
   1	1   6 
   7	1   0 
   1	1   7 
   7	1   1 
   1	1  11 
   3	2  11   9 
   5	2  10  11 
   7	1  11 
   7	2   9  10 
   9	1  10 
  10	2   9  11 
   8	6   2   1 
  12	1   9 
  12	1  11 
  13	2  10  11 
  15	2   9  10 
  17	1  10 
  18	1  10 
  19	1  10 
  17	2   5   4 
  14	2   2   3 
  16	6   7   2 
  22	2  11   9 
  24	1   9 
  24	1  11 
  25	1  11 
  24	6   6   4 
  30	2  11   7 
  32	1   7 
  33	2   3  11 
  35	1  11 
  35	2   3   7 
  37	1   3 
  37	1   7 
  38	2  11   7 
  40	2   3  11 
  42	1  11 
  43	1  11 
  44	1  11 
  42	2   7   3 
  44	1   3 
  44	1   7 
  45	1   7 
  30	6   1   0 
  46	2   7   5 
  48	1   5 
  48	2   6   7 
  50	1   7 
  50	2   6   5 
  52	1   5 
  52	1   6 
  53	2   7   5 
  55	2   6   7 
  57	1   7 
  58	1   7 
  57	2   5   6 
  59	1   5 
  59	1   6 
  59	2   7   3 
  61	2  11   7 
  63	1   7 
  63	2   5   6 
  65	2   3  11 
  67	1  11 
  67	2   3   7 
  69	1   3 
  69	1   7 
  70	2  11   7 
  72	2   3  11 
  74	1  11 
  75	1  11 
  74	2   7   3 
  76	1   3 
  76	2  11   9 
  78	1   7 
  78	2  10  11 
  80	1  11 
  80	2   9  10 
  80	2   7   3 
  82	2   9  11 
  84	1  10 
  84	1   9 
  84	1  11 
  85	2  10  11 
  87	2   9  10 
  89	2  11   9 
  91	1  10 
  92	1  10 
  93	1  10 
  91	1   9 
  91	1  11 
  92	1  11 
  93	2  11   7 
  95	1   7 
  96	2   3  11 
  98	1  11 
  98	2   3   7 
 100	1   3 
 100	1   7 
 101	2  11   7 
 103	2   3  11 
 105	1  11 
 106	1  11 
 107	1  11 
 105	2   7   3 
 107	1   3 
 107	1   7 
 108	1   7 
 109	2   7   5 
 111	1   5 
 111	2   6   7 
 113	1   7 
 113	2   6   5 
 115	1   5 
 115	1   6 
 116	2   7   5 
 118	2   6   7 
 120	2   5   6 
 122	1   5 
 120	1   7 
 121	1   7 
 123	2   5   1 
 122	2   7   3 
 124	2  11   7 
 126	1   7 
 126	6   6   1 
 132	2   3  11 
 134	1  11 
 134	2   3   7 
 136	1   3 
 136	1   7 
 137	2  11   7 
 139	2   3  11 
 141	1  11 
 142	1  11 
 141	2   7   3 
 143	1   3 
 143	2  11   9 
 145	1   7 
 145	2  10  11 
 147	1  11 
 147	2   9  10 
 147	2   7   3 
 149	2   9  11 
 151	1  10 
 151	1   9 
 151	1  11 
 152	2  10  11 
 154	2   9  10 
 156	2  11   9 
 158	1  10 
 158	1  11 
 159	1  11 
 160	2  11   7 
 159	1  10 
 160	1  10 
 158	1   9 
 162	1   7 
 163	2   3  11 
 165	1  11 
 165	2   3   7 
 167	1   3 
 167	1   7 
 168	2  11   7 
 170	2   3  11 
 172	1  11 
 172	2   7   3 
 173	1  11 
 174	1  11 
 174	1   3 
 174	1   7 
 175	1   7 
 176	2   7   5 
 178	1   5 
 178	2   6   7 
 180	1   7 
 180	2   6   5 
 182	1   5 
 182	1   6 
 183	2   7   5 
 185	2   6   7 
 187	1   7 
 188	1   7 
 187	2   5   6 
 189	1   5 
 189	1   6 
 189	2   7   3 
 191	2  11   7 
 193	2   5   6 
 193	1   7 
 195	2   3  11 
 197	1  11 
 197	2   3   7 
 199	1   3 
 199	1   7 
 200	2  11   7 
 202	2   3  11 
 204	1  11 
 205	1  11 
 204	2   7   3 
 206	1   3 
 206	2  11   9 
 208	2  10  11 
 210	1  11 
 208	1   7 
 210	2   9  10 
 210	2   7   3 
 212	2   9  11 
 214	1  10 
 214	1   9 
 214	1  11 
 215	2  10  11 
 217	2   9  10 
 219	2  11   9 
 221	1  11 
 221	1  10 
 222	1  10 
 223	1  10 
 221	1   9 
 222	1  11 
 223	2  11   7 
 225	1   7 
 226	2   3  11 
 228	1  11 
 228	2   3   7 
 230	1   3 
 230	1   7 
 231	2  11   7 
 233	2   3  11 
 235	1  11 
 236	1  11 
 237	1  11 
 235	2   7   3 
 237	1   3 
 237	1   7 
 238	1   7 
 239	2   7   5 
 241	1   5 
 241	2   6   7 
 243	1   7 
 243	2   6   5 
 245	1   6 
 245	1   5 
 246	2   7   5 
 248	2   6   7 
 250	1   7 
 250	2   5   6 
 252	1   5 
 251	1   7 
 252	1   6 
 253	2   5   6 
 255	2   7   3 
 257	2  11   7 
 259	2   3  11 
 261	1   7 
 261	1  11 
 262	2   3   7 
 264	1   3 
 264	1   7 
 265	2  11   7 
 267	2   3  11 
 269	1  11 
 269	2   7   3 
 270	1  11 
 271	1   3 
 271	1   7 
 272	6   7   3 
 255	6   9   5 
 261	6   8   0 
 278	2  11   7 
 280	2  10  11 
 282	1  11 
 282	2   7  10 
 284	1  10 
 284	2   7  11 
 286	1  11 
 286	1   7 
 287	2  10  11 
 289	2   7  10 
 291	1  10 
 292	1  10 
 293	1  10 
 291	2  11   7 
 293	1   7 
 293	1  11 
 294	1  11 
 295	2  11   9 
 297	1   9 
 297	2   6  11 
 299	1  11 
 299	2   6   9 
 301	1   6 
 301	1   9 
 302	2  11   9 
 304	2   6  11 
 306	1  11 
 307	1  11 
 308	2  11   7 
 310	2  10  11 
 312	1  11 
 312	2   7  10 
 314	1  10 
 314	2   7  11 
 316	1   7 
 316	1  11 
 316	2   9   6 
 318	1   6 
 318	1   9 
 318	2  10  11 
 320	2   7  10 
 322	1  10 
 322	2  11   7 
 323	1  10 
 324	2   9   6 
 324	1  10 
 324	1   7 
 324	1  11 
 325	1   7 
 325	1  11 
 326	2   3   7 
 328	6   7   5 
 334	2  11   9 
 336	1   9 
 336	2   6  11 
 338	1  11 
 338	2   6   9 
 340	1   6 
 340	1   9 
 341	2  11   9 
 343	2   6  11 
 345	1  11 
 345	2   9   6 
 347	1   9 
 346	1  11 
 348	2   9   8 
 347	2  11   7 
 350	2  10  11 
 352	1  11 
 352	2   7  10 
 354	6   9   5 
 354	2   7  11 
 356	1   7 
 354	1  10 
 356	1  11 
 360	2  10  11 
 362	6   6   3 
 368	2   7  10 
 370	1  10 
 371	1  10 
 370	2  11   7 
 360	6   8   4 
 372	1  10 
 372	1   7 
 372	1  11 
 373	1  11 
 368	6   2   1 
 374	2  11   6 
 376	2   9  11 
 378	1  11 
 376	1   6 
 378	2   9   6 
 380	1   6 
 381	2  11   6 
 380	1   9 
 383	2   9  11 
 385	1  11 
 386	1  11 
 387	1  11 
 385	2   6   9 
 387	1   6 
 387	1   9 
 388	1   6 
 389	2   6   5 
 391	1   5 
 392	2   4   6 
 394	1   6 
 394	2   4   5 
 396	1   4 
 396	1   5 
 397	2   6   5 
 399	2   4   6 
 401	2   5   4 
 401	1   6 
 403	1   5 
 403	1   4 
 402	1   6 
 403	2   6   9 
 405	2  11   6 
 407	1   6 
 407	2   9  11 
 409	1  11 
 409	2   9   6 
 411	1   6 
 411	1   9 
 412	2  11   6 
 414	2   9  11 
 416	1  11 
 417	1  11 
 416	2   6   9 
 418	1   9 
 418	2  11   7 
 418	2   5   4 
 418	1   6 
 420	2  10  11 
 422	2   7  10 
 424	1  10 
 422	1  11 
 424	2   7  11 
 426	1   7 
 426	1  11 
 427	2  10  11 
 429	2   7  10 
 431	2  11   7 
 431	1  10 
 433	2   6   9 
 432	1  10 
 433	1   7 
 433	1  11 
 433	1  10 
 434	1  11 
 435	2  11   6 
 437	1   6 
 437	2   9  11 
 439	1  11 
 439	2   9   6 
 441	1   9 
 441	1   6 
 442	2  11   6 
 444	2   9  11 
 446	1  11 
 447	1  11 
 448	1  11 
 446	2   6   9 
 448	1   9 
 448	1   6 
 449	1   6 
 450	2   6   5 
 452	1   5 
 453	2   4   6 
 455	2   4   5 
 457	1   4 
 457	1   5 
 455	1   6 
 458	2   6   5 
 460	2   4   6 
 462	2   5   4 
 464	1   5 
 462	1   6 
 463	1   6 
 464	2   6   9 
 466	2  11   6 
 468	1   6 
 468	2   9  11 
 470	1  11 
 470	2   9   6 
 472	1   9 
 472	1   6 
 473	2  11   6 
 475	2   9  11 
 477	1  11 
 477	2   6   9 
 479	1   9 
 480	2   1   9 
 479	1   6 
 478	1  11 
 479	2  11   7 
 482	2  10  11 
 484	1  11 
 484	2   7  10 
 482	6   2   1 
 486	1  10 
 486	2   7  11 
 488	1  11 
 488	2   5   6 
 490	2  10  11 
 488	1   7 
 492	2   7  10 
 494	2  11   7 
 494	1  10 
 496	1  11 
 497	1  11 
 495	1  10 
 496	1  10 
 496	1   7 
 496	6   6   2 
 502	2  11   6 
 504	2   9  11 
 504	1   6 
 506	1  11 
 506	2   9   6 
 508	1   9 
 508	1   6 
 509	2  11   6 
 511	2   9  11 
 513	1  11 
 514	1  11 
 515	1  11 
 513	2   6   9 
 515	1   9 
 515	1   6 
 516	1   6 
 517	2   6   5 
 519	2   2   6 
 521	1   6 
 519	1   5 
 521	2   2   5 
 523	1   5 
 524	2   6   5 
 523	1   2 
 526	2   2   6 
 528	1   6 
 529	1   6 
 528	2   5   2 
 530	1   5 
 530	1   2 
 530	2   6   9 
 532	2  11   6 
 534	1   6 
 534	2   9  11 
 536	1  11 
 536	2   9   6 
 538	2   5   2 
 538	1   6 
 540	2  11   6 
 538	1   9 
 542	2   9  11 
 544	1  11 
 545	1  11 
 544	2   6   9 
 546	1   9 
 546	1   6 
 546	2  11   7 
 548	2  10  11 
 550	2   7  10 
 552	1  10 
 550	1  11 
 552	2   7  11 
 554	1  11 
 555	2  10  11 
 554	1   7 
 557	2   7  10 
 559	1  10 
 560	1  10 
 559	2   6   9 
 561	2  11   7 
 561	1  10 
 563	1   7 
 563	1  11 
 564	1  11 
 565	2  11   6 
 567	2   9  11 
 567	1   6 
 569	2   9   6 
 569	1  11 
 571	6  11   9 
 577	1  11 
 571	1   6 
 577	2   9   6 
 579	2  11   9 
 581	1   9 
 582	1   9 
 583	1   9 
 581	2   6  11 
 583	1  11 
 583	1   6 
 584	1   6 
 585	2   6   5 
 587	1   5 
 587	2   2   6 
 589	2   2   5 
 591	1   5 
 589	1   6 
 592	2   6   5 
 591	1   2 
 594	2   2   6 
 596	6   2   1 
 596	1   6 
 597	1   6 
 602	2   6  11 
 604	2   9   6 
 606	1   6 
 606	2  11   9 
 608	1   9 
 608	2  11   6 
 610	1  11 
 610	1   6 
 611	2   9   6 
 613	6   7   6 
 619	2  11   9 
 621	2   7  11 
 621	1   9 
 623	1   7 
 623	1  11 
 622	1   9 
 624	2   9  11 
 626	2  10   9 
 628	1   9 
 628	2  11  10 
 628	2   5   1 
 630	2  11   9 
 632	1  10 
 632	1   5 
 632	1   9 
 630	1   1 
 632	1  11 
 633	2  10   9 
 635	2  11  10 
 637	2   9  11 
 639	2   5   1 
 639	1   9 
 640	1   9 
 639	1  10 
 639	1  11 
 640	1  10 
 641	1  10 
 641	2   9   5 
 643	1   5 
 644	2   1   9 
 646	2   1   5 
 648	1   5 
 648	1   1 
 646	1   9 
 649	2   9   5 
 651	2   1   9 
 653	2   5   1 
 655	1   1 
 653	1   9 
 654	1   9 
 655	2   9  11 
 657	1   5 
 657	2  10   9 
 659	2   5   1 
 659	1   9 
 659	2  11  10 
 661	2  11   9 
 663	1  10 
 663	1   9 
 663	1  11 
 664	2  10   9 
 666	2  11  10 
 668	2   9  11 
 670	6  11   7 
 670	1  10 
 671	1  10 
 676	1   7 
 677	1   7 
 672	1  10 
 670	1   9 
 671	1   9 
 672	2   9   5 
 674	2   1   9 
 676	1   9 
 676	1   5 
 677	2   1   5 
 679	1   1 
 679	1   5 
 680	2   9   5 
 678	6   7   3 
 682	2   1   9 
 684	6   9   6 
 690	6  11   9 
 690	1   6 
 691	1   6 
 690	6   3   2 
 696	6   8   4 
 696	2   6  11 
 698	2  10   6 
 700	1   6 
 700	2  11  10 
 702	1  10 
 702	2  11   6 
 704	1  11 
 704	1   6 
 705	2  10   6 
 707	2  11  10 
 709	1  10 
 707	2   5   1 
 709	1   1 
 709	1   5 
 710	1   5 
 710	1  10 
 711	1  10 
 709	2   6  11 
 711	1  11 
 711	2   1   2 
 711	1   6 
 712	1   6 
 713	2   6   1 
 715	1   1 
 715	2   2   6 
 717	1   6 
 717	2   2   1 
 719	1   2 
 719	1   1 
 720	2   6   1 
 722	2   2   6 
 724	2   1   2 
 726	1   1 
 724	1   6 
 725	1   6 
 726	2   5   0 
 726	1   6 
 727	1   1 
 726	1   2 
 728	2   1   5 
 730	1   5 
 730	2   0   1 
 732	2   0   5 
 734	1   0 
 734	1   5 
 732	1   1 
 735	2   1   5 
 737	2   0   1 
 739	2   5   0 
 741	1   5 
 739	1   1 
 740	1   1 
 741	2   1   2 
 741	1   0 
 743	2   6   1 
 745	2   2   6 
 745	1   1 
 747	2   2   1 
 749	2   5   0 
 749	1   1 
 747	1   6 
 751	2   6   1 
 749	1   2 
 753	2   2   6 
 755	1   6 
 756	1   6 
 755	2   1   2 
 757	1   1 
 757	1   2 
 757	2   6  11 
 759	2  10   6 
 761	2  11  10 
 761	2   1   2 
 763	1  10 
 761	1   6 
 763	2  11   6 
 765	1  11 
 765	1   6 
 766	2  10   6 
 768	2  11  10 
 770	1  10 
 770	2   6  11 
 771	1  10 
 772	1   6 
 773	1   6 
 774	2   6   1 
 772	1  10 
 776	1   1 
 776	2   2   6 
 772	1  11 
 778	1   6 
 778	2   2   1 
 780	1   2 
 780	1   1 
 781	2   6   1 
 783	2   2   6 
 785	2   1   2 
 785	1   6 
 786	1   6 
 787	1   6 
 787	1   2 
 787	1   1 
 788	1   1 
 789	2   1   5 
 791	1   5 
 791	2   0   1 
 793	2   0   5 
 795	1   5 
 795	1   0 
 793	1   1 
 796	2   1   5 
 798	2   0   1 
 800	1   1 
 801	1   1 
 800	2   5   0 
 802	2   1   2 
 802	1   5 
 804	2   6   1 
 806	2   2   6 
 808	1   6 
 806	1   1 
 808	2   2   1 
 810	1   1 
 810	1   2 
 811	2   6   1 
 813	2   2   6 
 815	1   6 
 816	1   6 
 815	2   5   9 
 817	2   6  11 
 819	2  10   6 
 821	2   1   2 
 823	1   2 
 821	1   6 
 823	1   1 
 821	2  11  10 
 823	2  11   6 
 823	1  10 
 825	1  11 
 825	1   6 
 826	2  10   6 
 828	2   1   2 
 828	2  11  10 
 830	1  10 
 831	1  10 
 832	1  10 
 830	2   6  11 
 832	1   6 
 832	1  11 
 833	1   6 
 834	2   6   1 
 836	2   2   6 
 836	1   1 
 838	1   6 
 838	2   2   1 
 840	1   2 
 840	1   1 
 841	2   6   1 
 843	2   2   6 
 845	1   6 
 846	1   6 
 847	1   6 
 845	2   1   2 
 847	1   2 
 847	1   1 
 848	1   1 
 849	2   1   5 
 851	2   9   1 
 853	1   5 
 853	1   1 
 854	2   9   5 
 856	1   5 
 856	1   9 
 857	2   1   5 
 859	2   9   1 
 861	1   1 
