   1	6  11   6 
   1	1   7 
   2	1   7 
   1	1   2 
   2	1   2 
   1	1  10 
   2	1  10 
   1	1   3 
   1	1   8 
   1	1   9 
   1	1   4 
   1	1   1 
   1	1   5 
   1	1   0 
   2	6   8   4 
   7	1   6 
   8	1   6 
   7	1  11 
   8	2   1   9 
  10	2   6   1 
  12	1   1 
  12	2   9   6 
  14	1   6 
  14	2   9   1 
  16	1   9 
  16	1   1 
  17	2   6   1 
  19	2   9   6 
  21	1   6 
  22	1   6 
  23	1   6 
  21	2   5   0 
  23	2   1   9 
  25	1   9 
  25	1   1 
  26	1   1 
  27	2   1   5 
  29	1   5 
  29	2   0   1 
  31	1   1 
  31	2   0   5 
  33	1   5 
  33	1   0 
  34	2   1   5 
  36	2   0   1 
  38	1   1 
  39	1   1 
  38	2   5   0 
  40	2   1   9 
  42	1   5 
  42	2   6   1 
  44	1   1 
  44	2   9   6 
  46	1   6 
  46	2   9   1 
  48	1   9 
  48	1   1 
  48	1   0 
  49	2   6   1 
  51	2   9   6 
  53	1   6 
  54	1   6 
  55	1   6 
  53	2   1   9 
  55	1   9 
  55	1   1 
  56	1   1 
  55	2   5   0 
  57	2   1   5 
  59	2   0   1 
  61	1   1 
  59	1   5 
  61	2   0   5 
  63	1   5 
  63	1   0 
  64	2   1   5 
  66	2   0   1 
  68	1   1 
  69	1   1 
  68	2   5   0 
  70	6   5   2 
  76	1   2 
  70	1   0 
  76	2   0   4 
  78	2   5   0 
  80	1   0 
  80	2   4   5 
  82	1   5 
  82	2   4   0 
  84	1   4 
  84	1   0 
  85	2   5   0 
  87	2   4   5 
  89	1   5 
  90	1   5 
  91	1   5 
  89	2   0   4 
  91	1   4 
  91	2   1   2 
  91	1   0 
  92	1   0 
  93	2   0   1 
  95	1   1 
  96	2   2   0 
  98	1   0 
  98	2   2   1 
 100	1   1 
 100	1   2 
 101	2   0   1 
 103	2   2   0 
 105	1   0 
 106	1   0 
 105	2   1   2 
 107	1   1 
 107	1   2 
 107	2   0   4 
 109	2   5   0 
 111	2   4   5 
 113	1   5 
 111	1   0 
 113	2   4   0 
 115	1   4 
 115	1   0 
 115	2   1   2 
 117	2   5   0 
 119	2   4   5 
 121	6   5   2 
 127	1   2 
 128	1   2 
 129	1   2 
 127	2   0   4 
 129	1   4 
 129	1   0 
 130	1   0 
 131	2   0   1 
 127	6  10   9 
 133	1   1 
 133	2   5   0 
 135	1   0 
 135	2   5   1 
 137	1   1 
 137	1   5 
 138	2   0   1 
 140	2   5   0 
 142	1   0 
 143	1   0 
 142	2   1   5 
 144	1   1 
 144	1   5 
 145	2   4   5 
 147	2   9   4 
 149	1   4 
 149	2   5   9 
 151	1   9 
 151	2   5   4 
 153	1   4 
 154	2   9   4 
 153	1   5 
 156	2   5   9 
 158	1   9 
 158	2   4   5 
 159	1   9 
 160	6   9   8 
 166	1   8 
 160	1   4 
 160	1   5 
 161	2   3   1 
 166	2   4   5 
 168	2   6   4 
 170	1   4 
 170	2   5   6 
 172	1   6 
 172	2   5   4 
 174	1   5 
 174	1   4 
 175	2   6   4 
 177	2   5   6 
 179	6   5   0 
 179	1   6 
 180	1   6 
 185	2   4   0 
 187	1   0 
 187	1   4 
 181	1   6 
 185	2   6   3 
 187	1   3 
 187	2   1   6 
 189	1   6 
 189	2   1   3 
 191	1   3 
 191	1   1 
 192	2   6   3 
 194	2   1   6 
 196	1   6 
 197	1   6 
 196	2   3   1 
 198	1   6 
 198	1   1 
 198	1   3 
 199	2   3   1 
 201	2   2   3 
 203	1   3 
 203	2   1   2 
 205	1   2 
 206	2   1   3 
 208	6   6   5 
 208	1   1 
 208	1   3 
 214	2   2   3 
 216	2   1   2 
 214	6  11  10 
 218	2   3   1 
 220	6   5   2 
 220	1   1 
 220	1   3 
 226	1   5 
 226	2   6   3 
 228	2   7   6 
 227	1   5 
 228	1   5 
 230	1   6 
 230	2   3   7 
 230	2   9   1 
 232	1   7 
 232	2   3   6 
 234	1   3 
 234	1   6 
 235	2   7   6 
 237	2   3   7 
 239	1   7 
 240	1   7 
 241	1   7 
 239	2   6   3 
 241	1   3 
 241	1   6 
 242	1   6 
 243	2   6   9 
 245	1   9 
 245	2   1   6 
 247	2   1   9 
 247	1   6 
 249	1   1 
 249	1   9 
 250	2   6   9 
 252	2   1   6 
 254	1   6 
 255	1   6 
 254	2   9   1 
 256	1   9 
 256	1   1 
 256	2   6   3 
 258	2   7   6 
 260	1   6 
 260	2   9   1 
 260	2   3   7 
 262	1   7 
 262	2   3   6 
 264	1   3 
 264	1   6 
 265	2   7   6 
 267	2   3   7 
 269	2   6   3 
 271	1   6 
 269	1   7 
 270	1   7 
 271	1   3 
 272	1   6 
 273	2   6   9 
 275	2   1   6 
 271	1   7 
 275	1   9 
 277	2   1   9 
 279	1   1 
 279	1   9 
 277	1   6 
 280	2   6   9 
 282	2   1   6 
 284	1   6 
 285	1   6 
 284	2   9   1 
 286	6   7   6 
 286	1   9 
 292	2  10   9 
 294	2   5  10 
 296	1  10 
 286	1   1 
 296	2   9   5 
 298	1   5 
 299	2   3   1 
 298	2   9  10 
 300	1  10 
 301	2   5  10 
 300	1   9 
 303	2   9   5 
 305	1   5 
 306	1   5 
 307	1   5 
 305	2  10   9 
 307	1   9 
 307	1  10 
 308	2  10   9 
 310	2   6  10 
 312	1  10 
 312	2   9   6 
 314	1   6 
 314	2   9  10 
 316	1  10 
 316	1   9 
 317	2   6  10 
 319	2   9   6 
 321	2  10   9 
 323	1  10 
 321	1   6 
 322	1   6 
 323	1   6 
 323	1   9 
 324	2   9   4 
 326	2   7  10 
 321	6   2   1 
 328	2   6   7 
 330	2  10   6 
 332	1   6 
 330	1   7 
 332	2  10   7 
 334	1  10 
 334	1   7 
 335	2   6   7 
 337	2  10   6 
 339	6  11   9 
 339	1   6 
 340	1   6 
 345	2   7  10 
 347	1   7 
 347	1  10 
 341	1   6 
 345	6   5   4 
 348	1   7 
 349	2   7   3 
 351	2   2   7 
 351	1   3 
 353	1   7 
 353	2   2   3 
 355	6  11   6 
 355	1   2 
 355	1   3 
 355	6   1   0 
 361	2   7   3 
 363	2   2   7 
 365	1   7 
 365	2   3   2 
 367	1   3 
 367	1   2 
 366	1   7 
 367	2   7  10 
 369	2  11   7 
 371	1   7 
 371	2  10  11 
 373	1  11 
 373	2  10   7 
 375	1  10 
 375	1   7 
 376	2  11   7 
 378	2   3   2 
 378	2  10  11 
 380	1  11 
 381	1  11 
 382	1  11 
 380	2   7  10 
 382	1  10 
 383	1  10 
 382	1   7 
 383	1   7 
 384	2   7   3 
 386	1   3 
 386	2   2   7 
 388	2   2   3 
 388	1   7 
 390	1   2 
 390	1   3 
 391	2   7   3 
 393	2   2   7 
 395	1   7 
 396	1   7 
 395	2   3   2 
 397	2   7  10 
 397	1   2 
 399	2  11   7 
 398	2   2   1 
 397	1   3 
 401	2  10  11 
 401	1   7 
 403	1  11 
 403	2  10   7 
 405	1  10 
 405	1   7 
 406	2  11   7 
 408	2  10  11 
 410	1  11 
 411	1  11 
 410	2   7  10 
 412	1  10 
 412	1  11 
 412	1   7 
 413	1   7 
 414	2   7   6 
 416	1   6 
 417	2   5   7 
 419	2   5   6 
 421	1   6 
 421	1   5 
 419	1   7 
 422	2   7   6 
 424	2   5   7 
 426	2   6   5 
 428	1   6 
 428	1   5 
 426	1   7 
 427	1   7 
 428	1   7 
 429	1   6 
 430	2   6   2 
 432	1   2 
 432	2   1   6 
 434	1   6 
 434	2   1   2 
 436	1   1 
 436	1   2 
 437	2   6   2 
 439	2   1   6 
 441	2   2   1 
 441	1   6 
 443	1   1 
 442	1   6 
 443	2   6   5 
 443	1   2 
 445	2   7   6 
 447	2   5   7 
 449	2   2   1 
 449	1   7 
 449	1   6 
 451	2   5   6 
 453	1   6 
 454	2   7   6 
 453	1   5 
 456	2   5   7 
 458	2   6   5 
 460	1   6 
 460	1   5 
 458	1   7 
 459	1   7 
 460	2   7  10 
 462	2  11   7 
 464	1   7 
 464	2  10  11 
 466	1  11 
 466	2  10   7 
 468	1  10 
 468	1   7 
 469	2  11   7 
 471	2  10  11 
 473	2   7  10 
 475	1   7 
 476	1   7 
 473	1  11 
 474	1  11 
 475	1  11 
 475	1  10 
 475	2   6   5 
 477	2   7   6 
 479	1   6 
 480	2   5   7 
 482	1   7 
 482	2   5   6 
 484	1   5 
 484	1   6 
 485	2   7   6 
 487	2   5   7 
 489	2   6   5 
 489	1   7 
 491	1   6 
 491	1   5 
 490	1   7 
 492	1   6 
 491	1   7 
 493	2   6   2 
 495	2   1   6 
 497	1   6 
 495	1   2 
 497	2   1   2 
 499	1   1 
 499	1   2 
 500	2   6   2 
 502	2   1   6 
 504	1   6 
 504	2   2   1 
 506	1   1 
 506	1   2 
 505	1   6 
 506	2   6   5 
 508	2   7   6 
 510	2   2   3 
 510	1   6 
 512	2   5   7 
 514	1   7 
 514	2   5   6 
 516	1   5 
 516	1   6 
 517	2   7   6 
 519	2   5   7 
 521	2   6   5 
 523	1   6 
 523	1   5 
 524	2   5   1 
 524	1   6 
 521	1   7 
 522	1   7 
 523	2   7  10 
 525	2  11   7 
 527	1   7 
 527	2  10  11 
 529	2  10   7 
 531	1  10 
 529	1  11 
 531	1   7 
 532	2  11   7 
 534	2  10  11 
 536	2   7  10 
 538	1   7 
 538	1  10 
 539	1   7 
 536	1  11 
 537	1  11 
 540	2   7   2 
 542	1   2 
 542	2   3   7 
 538	1  11 
 544	1   7 
 544	2   3   2 
 546	1   2 
 546	1   3 
 547	2   7   2 
 549	2   3   7 
 551	1   7 
 552	1   7 
 553	1   7 
 551	2   2   3 
 553	1   3 
 553	1   2 
 554	1   2 
 555	2   2   5 
 557	1   5 
 557	2   1   2 
 559	2   1   5 
 561	1   5 
 559	1   2 
 561	1   1 
 562	2   2   5 
 564	2   1   2 
 566	1   2 
 566	2   5   1 
 568	1   5 
 567	1   2 
 568	1   1 
 568	2   2   3 
 570	2   7   2 
 572	2   5   1 
 572	1   2 
 572	2   3   7 
 574	2   3   2 
 576	1   2 
 576	1   3 
 574	1   7 
 577	2   7   2 
 579	2   3   7 
 581	2   2   3 
 583	1   2 
 583	1   3 
 581	1   7 
 582	1   7 
 583	2   7  10 
 585	2  11   7 
 587	2  10  11 
 589	1  11 
 587	1   7 
 589	2  10   7 
 591	1   7 
 592	2  11   7 
 591	1  10 
 594	2   2   3 
 594	2  10  11 
 596	1  11 
 597	1  11 
 598	1  11 
 596	2   7  10 
 598	1  10 
 598	1   7 
 599	1   7 
 600	2   7   2 
 602	1   2 
 602	2   3   7 
 604	1   7 
 604	2   3   2 
 606	1   2 
 607	2   7   2 
 606	1   3 
 609	2   3   7 
 611	1   7 
