   1	6  22  21 
   1	2  12   2 
   3	2  11   7 
   3	2   1   0 
   5	3  12   6   2 
   8	2   8   3 
   8	2  10   5 
   8	2  12  16 
  10	2   6   2 
  12	2   6  16 
  14	3   1   2   0 
  17	1   6 
  17	2   2   0 
  19	3  10   0   5 
  22	2   1   2 
  24	1   2 
  24	2   0   5 
  26	3  11   5   7 
  29	2   5   7 
  31	2  10   0 
  31	3   8   7   3 
  34	2   7   3 
  33	1   0 
  36	2  11   5 
  38	1   5 
  36	3   4   3   9 
  38	6  16  15 
  39	3  13   9  14 
  42	3  18  14  19 
  42	2   4   3 
  44	1   3 
  44	2   8   7 
  46	1   7 
  45	1   3 
  45	3  17  19  23 
  48	2  17  19 
  50	1  19 
  51	1  19 
  50	2  13   9 
  52	1   9 
  53	1   9 
  50	3  22  23  21 
  53	2  18  14 
  55	1  14 
  56	1  14 
  53	3  20  21  16 
  56	2  20  21 
  55	6  24  18 
  58	1  21 
  59	1  21 
  61	2  18  16 
  63	1  16 
  64	1  16 
  63	2  22  23 
  65	1  23 
  66	1  23 
