   1	6   5   0 
   7	1   0 
   8	1   0 
   7	1   5 
   1	1   6 
   1	1   2 
   1	1   4 
   2	1   4 
   1	1   1 
   2	1   1 
   7	2   2   6 
   9	2   5   0 
  11	2   1   5 
  13	1   5 
  13	2   0   1 
  15	1   1 
  15	2   0   5 
  17	1   0 
  17	1   5 
  18	2   1   5 
  20	2   0   1 
  22	1   1 
  23	1   1 
  22	2   5   0 
  24	1   0 
  24	1   5 
  25	2   5   1 
  27	2   4   5 
  29	1   5 
  29	2   1   4 
  31	1   4 
  31	2   1   5 
  33	1   5 
  33	1   1 
  34	2   4   5 
  36	2   1   4 
  38	1   4 
  39	1   4 
  40	1   4 
  38	2   5   1 
  40	1   1 
  40	1   5 
  41	1   5 
  42	2   5   2 
  44	1   2 
  44	2   6   5 
  46	1   5 
  46	2   6   2 
  48	1   6 
  48	1   2 
  49	2   5   2 
  51	2   6   5 
  53	1   5 
  54	1   5 
  53	2   2   6 
  55	1   6 
  55	1   2 
  55	2   5   1 
  57	2   4   5 
  59	1   5 
  59	2   1   4 
  61	1   4 
  61	2   1   5 
  63	1   5 
  63	1   1 
  64	2   4   5 
  66	2   1   4 
  68	1   4 
  69	1   4 
  70	1   4 
  68	2   5   1 
  70	2   2   6 
  70	1   1 
  71	1   1 
  70	1   5 
  71	1   5 
  72	2   5   2 
  74	1   2 
  74	2   6   5 
  76	1   5 
  76	2   6   2 
  78	1   6 
  78	1   2 
  79	2   5   2 
  81	2   6   5 
  83	1   5 
  84	1   5 
  83	2   2   6 
  85	1   6 
  85	1   2 
  85	2   5   0 
  87	2   1   5 
  89	1   5 
  89	2   0   1 
  91	1   1 
  91	2   0   5 
  93	1   0 
  93	1   5 
  93	2   2   6 
  95	2   1   5 
  97	2   0   1 
  99	1   1 
 100	1   1 
  99	2   5   0 
 101	1   0 
 102	1   0 
 101	1   5 
 102	2   5   1 
 104	2   4   5 
 106	1   5 
 106	2   1   4 
 108	1   4 
 108	2   1   5 
 110	1   5 
 110	1   1 
 111	2   4   5 
 113	2   1   4 
 115	1   4 
 116	1   4 
 117	1   4 
 115	2   5   1 
 117	1   1 
 117	1   5 
 118	1   5 
 119	2   5   2 
 121	1   2 
 121	2   6   5 
 123	1   5 
 123	2   6   2 
 125	1   6 
 125	1   2 
 126	2   5   2 
 128	2   6   5 
 130	1   5 
 131	1   5 
 130	2   2   6 
 132	1   6 
 132	1   2 
 132	2   5   1 
 134	2   4   5 
 136	1   5 
 136	2   1   4 
 138	1   4 
 138	2   1   5 
 140	1   5 
 140	1   1 
 141	2   4   5 
 143	2   1   4 
 145	1   4 
 146	1   4 
 147	1   4 
 145	2   5   1 
 147	1   1 
 147	1   5 
 148	1   5 
 147	2   2   6 
 149	2   5   2 
 151	1   2 
 151	2   6   5 
 153	1   5 
 153	2   6   2 
 155	1   6 
 155	1   2 
 156	2   5   2 
 158	2   6   5 
 160	1   5 
 161	1   5 
 160	2   2   6 
 162	1   6 
 163	2   1   6 
 162	1   2 
 163	1   2 
 165	2   4   1 
 167	1   1 
 167	2   6   4 
 169	1   4 
 169	2   6   1 
 171	1   6 
 171	1   1 
 172	2   4   1 
 174	2   6   4 
 176	1   4 
 176	2   1   6 
 177	1   4 
 178	1   6 
 178	1   4 
 178	1   1 
 178	2   5   0 
 179	1   1 
 180	2   1   5 
 182	1   5 
 182	2   0   1 
 184	2   0   5 
 186	1   5 
 186	1   0 
 184	1   1 
 187	2   1   5 
 189	2   0   1 
 191	1   1 
 191	2   5   0 
 193	1   0 
 193	1   5 
 192	1   1 
 193	2   1   6 
 195	2   4   1 
 197	2   6   4 
 197	1   1 
 199	1   4 
 199	2   6   1 
 201	1   1 
 201	1   6 
 202	2   4   1 
 204	2   6   4 
 206	1   4 
 206	2   1   6 
 208	1   6 
 208	2   5   0 
 207	1   4 
 208	1   4 
 208	1   1 
 209	1   1 
 210	2   1   5 
 212	2   0   1 
 214	1   1 
 212	1   5 
 214	2   0   5 
 216	1   0 
 216	1   5 
 217	2   1   5 
 219	2   0   1 
 221	2   5   0 
 223	1   0 
 224	1   0 
 221	1   1 
 223	2   2   6 
 222	1   1 
 223	1   5 
 224	1   5 
 225	2   5   0 
 223	1   1 
 227	2   1   5 
 229	1   5 
 229	2   0   1 
 231	1   1 
 231	2   0   5 
 233	1   5 
 233	1   0 
 234	2   1   5 
 236	2   0   1 
 238	1   1 
 238	2   5   0 
 240	1   0 
 240	1   5 
 239	1   1 
 241	2   5   1 
 243	2   4   5 
 245	2   1   4 
 245	1   5 
 247	2   1   5 
 247	1   4 
 249	1   5 
 249	1   1 
 250	2   4   5 
 252	2   1   4 
 254	1   4 
 255	1   4 
 256	1   4 
 254	2   5   1 
 256	1   5 
 257	1   5 
 256	1   1 
 258	2   5   2 
 260	2   6   5 
 260	1   2 
 262	1   5 
 262	2   6   2 
 264	1   6 
 264	1   2 
 265	2   5   2 
 267	2   6   5 
 269	2   2   6 
 269	1   5 
 270	1   5 
 271	2   5   1 
 271	1   6 
 271	1   2 
 273	2   4   5 
 275	1   5 
 275	2   1   4 
 277	1   4 
 277	2   1   5 
 279	1   5 
 279	1   1 
 280	2   4   5 
 282	2   1   4 
 284	1   4 
 285	1   4 
 286	1   4 
 284	2   5   1 
 286	2   2   6 
 286	1   1 
 286	1   5 
 287	1   5 
 287	1   1 
 288	2   5   2 
 290	1   2 
 290	2   6   5 
 292	1   5 
 292	2   6   2 
 294	1   6 
 294	1   2 
 295	2   5   2 
 297	2   6   5 
 299	1   5 
