   1	6   5   0 
   1	1   7 
   2	1   7 
   7	1   5 
   1	1   1 
   2	1   1 
   1	1   3 
   2	1   3 
   1	1   2 
   7	1   0 
   1	1   4 
   1	1   6 
   2	1   6 
   7	2   2   6 
   9	2   7   2 
  11	1   2 
  11	2   6   7 
  13	1   7 
  13	2   6   2 
  15	1   2 
  15	1   6 
  16	2   7   2 
  18	2   6   7 
  20	1   7 
  21	1   7 
  22	1   7 
  20	2   2   6 
  22	1   2 
  22	1   6 
  22	2   5   0 
  24	2   4   6 
  26	2   1   4 
  28	1   4 
  28	2   6   1 
  30	1   1 
  30	2   6   4 
  32	1   4 
  32	1   6 
  33	2   1   4 
  35	2   6   1 
  37	1   1 
  38	1   1 
  37	2   4   6 
  39	1   4 
  39	1   6 
  39	2   1   2 
  41	2   3   1 
  43	1   1 
  43	2   2   3 
  45	1   3 
  45	2   2   1 
  47	1   1 
  47	1   2 
  48	2   3   1 
  50	2   2   3 
  52	1   3 
  53	1   3 
  52	2   1   2 
  54	1   1 
  55	1   1 
  54	2   4   6 
  54	1   3 
  56	1   2 
  56	2   1   5 
  58	1   5 
  58	2   0   1 
  60	1   1 
  60	2   0   5 
  62	1   5 
  62	1   0 
  63	2   1   5 
  65	2   0   1 
  67	1   1 
  68	1   1 
  69	1   1 
  67	2   5   0 
  69	1   5 
  69	1   0 
  70	1   5 
  71	2   5   4 
  73	1   4 
  73	2   6   5 
  75	2   6   4 
  77	1   5 
  77	1   6 
  77	1   4 
  78	2   5   4 
  80	2   6   5 
  82	1   5 
  83	1   5 
  84	2   5   0 
  86	2   1   5 
  88	1   5 
  88	2   0   1 
  90	1   1 
  90	2   0   5 
  92	1   0 
  92	1   5 
  93	2   1   5 
  95	2   0   1 
  97	1   1 
  98	1   1 
  97	2   4   6 
  99	1   4 
  99	1   6 
  99	2   1   2 
 101	2   3   1 
 103	1   1 
 103	2   5   0 
 105	1   5 
 105	1   0 
 103	2   2   3 
 105	1   3 
 105	2   2   1 
 107	1   1 
 107	1   2 
 108	2   3   1 
 110	2   5   0 
 110	2   2   3 
 112	1   3 
 113	1   3 
 112	2   1   2 
 114	1   1 
 115	1   1 
 114	2   4   6 
 116	1   2 
 116	2   1   5 
 118	1   5 
 118	2   0   1 
 120	1   1 
 120	2   3   2 
 120	2   0   5 
 122	1   0 
 122	1   5 
 123	2   1   5 
 125	2   0   1 
 127	1   1 
 128	1   1 
 129	1   1 
 127	2   5   0 
 129	1   5 
 130	1   5 
 129	1   0 
 131	2   5   4 
 133	2   6   5 
 133	1   4 
 135	2   6   4 
 137	1   5 
 137	1   4 
 137	1   6 
 138	2   5   4 
 140	2   6   5 
 142	1   5 
 143	1   5 
 144	2   5   0 
 146	2   1   5 
 148	1   5 
 148	2   0   1 
 150	1   1 
 150	2   0   5 
 152	1   5 
 152	1   0 
 153	2   1   5 
 155	2   0   1 
 157	6   3   1 
 163	2   5   0 
 165	1   5 
 165	1   0 
 163	1   3 
 164	1   3 
 165	1   3 
 166	2   3   1 
 168	2   4   6 
 170	1   4 
 170	2   5   0 
 168	1   1 
 170	1   6 
 170	2   2   3 
 172	1   3 
 172	2   2   1 
 174	1   1 
 174	1   2 
