   1	1   1 
   1	1   4 
   1	1   6 
   1	2   5   0 
   3	2   4   6 
   5	1   0 
   6	1   0 
   5	1   5 
   6	2   5   1 
   8	2   0   5 
  10	1   5 
  10	2   1   0 
  12	1   0 
  12	2   1   5 
  14	1   1 
  14	1   5 
  15	2   0   5 
  17	2   1   0 
  19	1   0 
  20	1   0 
  21	1   0 
  19	2   5   1 
  21	1   1 
  21	1   5 
  22	1   5 
  23	2   5   4 
  25	2   6   5 
  25	1   4 
  27	2   6   4 
  29	1   4 
  29	1   6 
  29	1   5 
  30	2   5   4 
  32	2   6   5 
  34	1   5 
  35	1   5 
  36	2   4   6 
  38	1   4 
  38	2   5   1 
  38	1   6 
  40	2   0   5 
  42	2   4   6 
  44	1   5 
  44	2   1   0 
  46	1   0 
  46	2   1   5 
  48	1   1 
  48	1   5 
  49	2   0   5 
  51	2   1   0 
  53	1   0 
  53	2   5   1 
  55	1   5 
  56	1   5 
  57	2   5   4 
  59	1   4 
  59	2   6   5 
  61	2   6   4 
  63	1   4 
  63	1   6 
  63	1   5 
  64	2   5   4 
  66	2   6   5 
  68	1   5 
  69	2   0   5 
  71	2   4   6 
